ts,bx,by,bz
1717632611400,43.1,-71.4,73.7
1717632611420,43.8,-69.4,77.1
1717632611440,43.0,-67.3,79.9
1717632611460,43.6,-64.4,80.5
1717632611480,43.8,-58.8,83.2
1717632611500,42.7,-57.2,84.5
1717632611520,42.1,-57.8,85.3
1717632611540,40.8,-53.7,88.3
1717632611560,41.2,-51.1,89.2
1717632611580,40.5,-49.9,92.3
1717632611600,39.8,-47.6,92.8
1717632611620,38.5,-45.3,94.1
1717632611640,36.3,-40.9,94.2
1717632611660,35.6,-38.9,95.4
1717632611680,34.6,-35.8,96.8
1717632611700,31.9,-33.0,97.9
1717632611720,28.9,-31.5,99.5
1717632611740,26.3,-30.3,100.1
1717632611760,25.2,-29.1,102.0
1717632611780,24.1,-26.1,104.0
1717632611800,22.2,-23.0,105.2
1717632611820,19.4,-20.2,105.6
1717632611840,15.2,-17.7,107.7
1717632611860,12.6,-17.9,107.3
1717632611880,10.0,-17.5,108.0
1717632611900,9.7,-15.1,109.4
1717632611920,9.3,-12.3,111.5
1717632611940,6.3,-9.5,112.8
1717632611960,3.8,-7.7,114.6
1717632611980,-0.6,-4.0,117.3
1717632612000,-3.6,-2.3,116.8
1717632612020,-6.2,-0.9,119.2
1717632612040,-9.6,2.0,120.0
1717632612060,-12.2,3.7,121.7
1717632612080,-12.8,5.4,121.8
1717632612100,-16.3,8.7,121.3
1717632612120,-17.5,10.8,121.6
1717632612140,-21.6,11.2,123.0
1717632612160,-24.5,14.6,121.6
1717632612180,-26.8,15.7,119.3
1717632612200,-31.1,17.0,118.5
1717632612220,-34.9,19.1,119.9
1717632612240,-35.7,21.5,119.9
1717632612260,-39.8,25.0,121.0
1717632612280,-43.0,26.8,120.6
1717632612300,-48.8,30.1,120.7
1717632612320,-52.8,31.6,122.7
1717632612340,-53.9,33.4,124.5
1717632612360,-56.8,35.9,124.9
1717632612380,-60.5,36.5,125.7
1717632612400,-61.9,39.9,124.6
1717632612420,-64.9,41.4,125.7
1717632612440,-69.7,43.6,124.7
1717632612460,-72.6,45.7,124.3
1717632612480,-76.0,47.4,124.4
1717632612500,-80.3,49.2,123.4
1717632612520,-82.6,51.5,123.9
1717632612540,-85.1,52.2,125.0
1717632612560,-89.8,53.9,126.5
1717632612580,-92.7,54.3,128.3
1717632612600,-97.3,56.0,128.5
1717632612620,-103.0,57.1,130.7
1717632612640,-107.5,58.6,130.7
1717632612660,-110.3,59.9,131.9
1717632612680,-114.9,61.9,131.9
1717632612700,-116.5,63.3,130.6
1717632612720,-121.0,63.7,131.5
1717632612740,-123.5,65.3,129.5
1717632612760,-127.1,66.2,129.7
1717632612780,-128.9,66.5,128.2
1717632612800,-132.9,68.7,126.9
1717632612820,-134.8,69.1,125.2
1717632612840,-138.6,71.1,124.8
1717632612860,-144.0,72.7,126.3
1717632612880,-146.9,72.6,126.7
1717632612900,-148.7,73.7,124.4
1717632612920,-150.0,78.1,123.3
1717632612940,-152.0,79.4,122.5
1717632612960,-156.9,80.8,122.2
1717632612980,-160.4,81.6,120.4
1717632613000,-163.4,81.3,120.6
1717632613020,-168.0,82.4,118.9
1717632613040,-171.3,84.7,118.7
1717632613060,-173.6,84.9,117.4
1717632613080,-178.3,85.0,116.9
1717632613100,-181.0,87.7,116.4
1717632613120,-182.5,87.8,112.7
1717632613140,-184.3,89.5,112.2
1717632613160,-187.0,89.5,110.8
1717632613180,-189.9,88.1,110.4
1717632613200,-192.6,87.8,109.6
1717632613220,-194.7,87.1,109.5
1717632613240,-195.6,86.7,107.2
1717632613260,-197.6,88.0,105.5
1717632613280,-199.8,88.4,106.4
1717632613300,-200.6,88.6,106.0
1717632613320,-202.8,89.1,108.2
1717632613340,-203.8,89.5,107.8
1717632613360,-206.9,87.5,106.7
1717632613380,-208.3,89.0,106.5
1717632613400,-209.7,88.2,102.5
1717632613420,-211.8,87.9,100.8
1717632613440,-213.9,89.3,100.4
1717632613460,-215.7,89.8,99.4
1717632613480,-216.0,89.8,98.0
1717632613500,-218.6,89.9,94.9
1717632613520,-219.6,89.0,95.6
1717632613540,-220.9,89.2,93.0
1717632613560,-221.8,87.4,92.8
1717632613580,-225.0,87.7,89.3
1717632613600,-225.1,87.2,89.1
1717632613620,-226.4,84.8,87.0
1717632613640,-227.3,84.4,86.1
1717632613660,-226.9,83.6,86.2
1717632613680,-227.4,83.2,82.7
1717632613700,-228.4,84.2,79.9
1717632613720,-228.7,82.8,76.6
1717632613740,-230.3,83.0,76.6
1717632613760,-230.4,81.5,74.2
1717632613780,-229.6,81.5,72.1
1717632613800,-229.1,81.3,69.4
1717632613820,-228.8,80.6,68.8
1717632613840,-228.8,77.7,65.4
1717632613860,-227.1,78.6,63.6
1717632613880,-227.7,78.9,62.7
1717632613900,-227.0,78.7,61.9
1717632613920,-226.5,76.3,60.7
1717632613940,-227.0,75.6,58.6
1717632613960,-226.1,73.8,57.3
1717632613980,-224.1,72.6,53.8
1717632614000,-220.7,71.1,51.1
1717632614020,-220.7,69.6,47.6
1717632614040,-219.2,68.0,43.9
1717632614060,-218.9,68.0,43.5
1717632614080,-216.1,67.4,42.3
1717632614100,-215.3,64.8,41.3
1717632614120,-214.3,63.0,37.9
1717632614140,-212.4,60.0,35.4
1717632614160,-211.1,58.8,35.3
1717632614180,-210.0,57.0,34.9
1717632614200,-207.1,56.7,33.1
1717632614220,-206.9,53.8,31.3
1717632614240,-203.5,52.8,28.6
1717632614260,-201.4,52.7,26.4
1717632614280,-200.7,50.4,24.4
1717632614300,-196.8,49.3,21.4
1717632614320,-192.3,47.3,18.1
1717632614340,-189.5,46.7,16.3
1717632614360,-188.0,45.6,13.9
1717632614380,-185.8,41.6,14.1
1717632614400,-182.9,39.1,11.6
1717632614420,-179.4,39.3,9.0
1717632614440,-176.6,37.8,8.2
1717632614460,-174.0,37.4,7.0
1717632614480,-171.8,36.5,5.2
1717632614500,-169.3,33.4,2.4
1717632614520,-165.5,30.3,-0.8
1717632614540,-162.8,26.7,-3.9
1717632614560,-159.6,25.0,-6.3
1717632614580,-156.1,22.0,-8.7
1717632614600,-152.1,21.6,-10.0
1717632614620,-147.0,19.1,-13.8
1717632614640,-143.8,17.0,-17.2
1717632614660,-140.0,15.2,-19.5
1717632614680,-136.3,11.8,-22.8
1717632614700,-133.8,10.8,-23.9
1717632614720,-131.3,10.2,-24.4
1717632614740,-127.5,7.1,-29.2
1717632614760,-122.9,5.3,-31.2
1717632614780,-119.8,3.8,-33.9
1717632614800,-115.8,1.6,-36.2
1717632614820,-111.7,1.1,-38.5
1717632614840,-109.4,-0.7,-41.0
1717632614860,-106.7,-3.6,-44.0
1717632614880,-100.9,-5.8,-46.5
1717632614900,-97.0,-7.5,-49.6
1717632614920,-90.9,-10.0,-51.4
1717632614940,-88.3,-11.2,-52.7
1717632614960,-83.4,-12.9,-56.4
1717632614980,-78.7,-14.9,-58.1
1717632615000,-75.1,-18.2,-59.2
1717632615020,-70.8,-19.3,-62.8
1717632615040,-65.6,-21.2,-66.5
1717632615060,-63.0,-21.7,-69.4
1717632615080,-57.6,-27.1,-71.2
1717632615100,-54.5,-30.4,-73.5
1717632615120,-50.5,-34.7,-76.3
1717632615140,-45.7,-37.3,-81.3
1717632615160,-42.3,-38.9,-83.3
1717632615180,-38.4,-40.8,-86.7
1717632615200,-36.0,-42.0,-89.2
1717632615220,-32.3,-44.5,-90.9
1717632615240,-28.1,-46.6,-93.8
1717632615260,-24.6,-48.2,-98.0
1717632615280,-21.8,-51.1,-99.5
1717632615300,-17.3,-52.2,-101.4
1717632615320,-13.0,-53.8,-104.6
1717632615340,-7.7,-57.4,-104.9
1717632615360,-5.2,-58.4,-108.0
1717632615380,0.0,-60.9,-111.7
1717632615400,2.6,-65.5,-112.3
1717632615420,5.4,-68.1,-115.1
1717632615440,8.9,-70.1,-117.6
1717632615460,12.6,-73.5,-121.8
1717632615480,17.2,-76.1,-121.6
1717632615500,22.5,-77.4,-123.9
1717632615520,26.6,-78.5,-124.9
1717632615540,29.7,-80.9,-126.7
1717632615560,34.6,-81.9,-129.7
1717632615580,37.9,-85.2,-129.3
1717632615600,39.1,-86.2,-132.7
1717632615620,43.3,-88.6,-134.8
1717632615640,46.4,-92.0,-140.1
1717632615660,50.8,-96.0,-140.6
1717632615680,52.8,-96.6,-144.3
1717632615700,55.7,-97.8,-146.7
1717632615720,56.7,-99.5,-149.9
1717632615740,58.7,-101.9,-152.4
1717632615760,63.0,-103.1,-155.7
1717632615780,66.1,-104.0,-157.4
1717632615800,69.2,-104.6,-160.6
1717632615820,72.4,-106.3,-160.9
1717632615840,74.7,-107.1,-166.4
1717632615860,75.2,-109.6,-171.0
1717632615880,77.3,-111.8,-172.4
1717632615900,81.2,-114.8,-174.9
1717632615920,84.2,-117.1,-176.0
1717632615940,86.1,-117.6,-178.3
1717632615960,87.7,-117.8,-179.3
1717632615980,87.0,-119.7,-180.2
1717632616000,90.2,-119.5,-183.0
1717632616020,93.5,-121.7,-184.5
1717632616040,95.5,-122.8,-184.6
1717632616060,95.6,-125.8,-187.2
1717632616080,97.4,-126.9,-190.4
1717632616100,99.8,-127.5,-190.3
1717632616120,99.7,-128.7,-191.9
1717632616140,99.8,-129.8,-194.5
1717632616160,102.3,-133.2,-197.3
1717632616180,104.8,-133.6,-200.7
1717632616200,107.8,-135.7,-202.6
1717632616220,108.2,-136.7,-202.5
1717632616240,109.3,-135.6,-206.4
1717632616260,109.9,-136.7,-209.1
1717632616280,109.0,-136.7,-209.9
1717632616300,109.4,-139.2,-211.0
1717632616320,108.7,-140.3,-215.6
1717632616340,108.3,-139.2,-217.4
1717632616360,109.0,-140.3,-217.9
1717632616380,110.2,-139.9,-220.5
1717632616400,110.3,-141.9,-222.3
1717632616420,111.4,-142.1,-221.1
1717632616440,109.0,-143.6,-223.9
1717632616460,109.9,-145.1,-224.7
1717632616480,107.8,-146.2,-225.0
1717632616500,107.6,-146.0,-225.4
1717632616520,106.7,-150.0,-226.0
1717632616540,105.2,-149.0,-228.5
1717632616560,104.3,-148.8,-229.7
1717632616580,105.2,-149.9,-230.9
1717632616600,103.4,-150.1,-232.8
1717632616620,101.0,-150.8,-234.6
1717632616640,100.4,-150.2,-234.5
1717632616660,101.0,-150.7,-237.1
1717632616680,99.0,-150.0,-239.1
1717632616700,99.2,-149.4,-241.7
1717632616720,97.1,-148.8,-242.6
1717632616740,94.4,-149.0,-242.5
1717632616760,92.6,-147.7,-242.0
1717632616780,90.6,-149.6,-244.6
1717632616800,87.4,-151.3,-244.3
1717632616820,87.8,-151.2,-244.4
1717632616840,85.2,-149.6,-246.2
1717632616860,81.5,-150.0,-244.6
1717632616880,79.7,-147.6,-248.9
1717632616900,78.2,-148.5,-251.3
1717632616920,75.8,-146.5,-251.5
1717632616940,73.3,-146.4,-254.3
1717632616960,72.0,-146.1,-255.1
1717632616980,71.0,-144.4,-257.7
1717632617000,67.6,-143.8,-256.7
1717632617020,65.3,-142.9,-259.1
1717632617040,62.2,-144.3,-260.0
1717632617060,59.2,-145.5,-261.6
1717632617080,57.2,-144.9,-263.1
1717632617100,54.3,-142.5,-264.0
1717632617120,51.1,-143.0,-265.9
1717632617140,47.1,-142.4,-267.3
1717632617160,44.5,-141.4,-266.2
1717632617180,41.0,-141.3,-265.5
1717632617200,39.5,-139.2,-267.3
1717632617220,36.6,-137.0,-270.5
1717632617240,32.7,-136.7,-270.9
1717632617260,29.9,-137.0,-269.1
1717632617280,28.0,-136.3,-271.1
1717632617300,24.0,-135.2,-271.5
1717632617320,20.5,-134.0,-269.7
1717632617340,15.9,-133.0,-268.9
1717632617360,13.5,-129.4,-267.2
1717632617380,9.8,-127.8,-268.3
1717632617400,5.8,-126.0,-268.8
1717632617420,3.2,-123.9,-269.9
1717632617440,0.3,-123.6,-271.8
1717632617460,-3.5,-122.3,-272.3
1717632617480,-6.4,-121.1,-272.4
1717632617500,-9.7,-120.1,-273.6
1717632617520,-13.0,-118.3,-273.3
1717632617540,-18.0,-119.5,-272.2
1717632617560,-21.8,-117.4,-270.9
1717632617580,-24.3,-115.4,-270.7
1717632617600,-27.8,-113.7,-272.1
1717632617620,-30.4,-109.0,-273.6
1717632617640,-33.2,-107.2,-272.9
1717632617660,-36.6,-104.9,-270.6
1717632617680,-40.1,-104.0,-271.4
1717632617700,-45.1,-102.6,-270.5
1717632617720,-48.3,-101.1,-270.5
1717632617740,-53.3,-98.7,-270.0
1717632617760,-56.3,-98.3,-269.9
1717632617780,-58.7,-96.1,-268.0
1717632617800,-63.0,-96.0,-268.2
1717632617820,-64.1,-94.2,-266.7
1717632617840,-66.4,-92.3,-266.6
1717632617860,-69.7,-91.2,-264.3
1717632617880,-73.0,-86.8,-263.7
1717632617900,-78.6,-85.6,-263.9
1717632617920,-81.7,-85.2,-266.1
1717632617940,-85.1,-83.8,-265.7
1717632617960,-87.7,-82.2,-263.6
1717632617980,-91.5,-78.9,-264.5
1717632618000,-94.2,-76.7,-265.4
1717632618020,-97.7,-74.6,-264.6
1717632618040,-101.3,-73.3,-263.3
1717632618060,-105.4,-71.1,-265.0
1717632618080,-108.2,-68.2,-264.5
1717632618100,-111.4,-63.5,-263.1
1717632618120,-113.4,-61.0,-262.0
1717632618140,-116.3,-59.6,-261.6
1717632618160,-120.5,-57.5,-258.5
1717632618180,-124.4,-56.1,-258.0
1717632618200,-127.6,-54.6,-256.9
1717632618220,-129.7,-52.0,-253.5
1717632618240,-131.2,-49.6,-252.0
1717632618260,-132.9,-47.5,-250.6
1717632618280,-134.8,-42.2,-252.6
1717632618300,-136.0,-41.6,-252.4
1717632618320,-137.7,-40.1,-251.7
1717632618340,-139.2,-38.4,-253.9
1717632618360,-141.4,-35.4,-252.0
1717632618380,-143.7,-33.3,-251.2
1717632618400,-146.0,-30.2,-249.2
1717632618420,-149.1,-28.1,-246.9
1717632618440,-150.4,-26.6,-244.4
1717632618460,-151.4,-24.2,-244.8
1717632618480,-153.0,-21.5,-244.2
1717632618500,-153.1,-19.6,-243.5
1717632618520,-153.1,-19.0,-242.2
1717632618540,-154.4,-18.3,-242.2
1717632618560,-153.8,-17.0,-239.4
1717632618580,-155.7,-15.6,-234.7
1717632618600,-157.6,-12.9,-234.1
1717632618620,-158.0,-10.0,-230.5
1717632618640,-159.6,-6.7,-228.4
1717632618660,-160.5,-5.7,-229.0
1717632618680,-162.3,-2.6,-224.1
1717632618700,-161.7,1.3,-222.7
1717632618720,-162.2,2.7,-221.6
1717632618740,-162.0,3.3,-221.1
1717632618760,-164.4,6.0,-218.7
1717632618780,-165.0,7.9,-217.4
1717632618800,-164.9,10.3,-217.0
1717632618820,-163.5,13.2,-213.2
1717632618840,-161.9,15.2,-213.4
1717632618860,-160.1,14.9,-212.6
1717632618880,-160.5,16.8,-209.4
1717632618900,-159.9,18.4,-206.8
1717632618920,-159.1,21.1,-204.4
1717632618940,-158.7,22.1,-203.5
1717632618960,-159.0,23.7,-201.4
1717632618980,-156.6,26.5,-198.3
1717632619000,-156.0,28.4,-197.4
1717632619020,-156.0,32.2,-196.0
1717632619040,-155.8,35.6,-192.7
1717632619060,-154.7,36.9,-189.9
1717632619080,-153.4,39.8,-188.0
1717632619100,-153.2,41.8,-186.0
1717632619120,-151.2,43.5,-184.5
1717632619140,-150.2,46.9,-182.9
1717632619160,-148.7,45.7,-181.7
1717632619180,-147.8,45.8,-181.4
1717632619200,-146.1,48.5,-179.7
1717632619220,-143.8,50.7,-177.1
1717632619240,-144.1,54.3,-173.9
1717632619260,-142.7,54.5,-170.4
1717632619280,-138.9,56.6,-169.0
1717632619300,-136.3,56.6,-165.6
1717632619320,-134.1,58.8,-163.6
1717632619340,-132.1,59.7,-161.4
1717632619360,-128.5,62.7,-158.1
1717632619380,-124.6,62.6,-154.2
1717632619400,-122.6,65.1,-152.1
1717632619420,-119.8,68.3,-149.5
1717632619440,-117.1,67.9,-147.4
1717632619460,-114.5,69.9,-147.0
1717632619480,-111.9,72.0,-146.2
1717632619500,-110.2,72.4,-143.4
1717632619520,-106.7,73.0,-140.0
1717632619540,-104.3,74.5,-139.5
1717632619560,-103.4,73.1,-137.2
1717632619580,-99.2,75.2,-134.2
1717632619600,-94.5,75.9,-131.8
1717632619620,-92.7,77.2,-131.1
1717632619640,-90.1,78.7,-128.3
1717632619660,-87.1,78.0,-125.3
1717632619680,-83.2,79.6,-122.0
1717632619700,-80.5,79.9,-119.0
1717632619720,-77.4,81.7,-116.1
1717632619740,-72.6,83.5,-112.6
1717632619760,-67.6,83.1,-111.5
1717632619780,-62.7,83.5,-109.8
1717632619800,-61.6,84.1,-106.4
1717632619820,-57.4,84.4,-102.7
1717632619840,-53.3,84.4,-99.4
1717632619860,-49.7,86.4,-97.8
1717632619880,-45.7,86.0,-95.1
1717632619900,-43.5,86.3,-92.6
1717632619920,-41.5,85.6,-91.3
1717632619940,-36.7,87.2,-88.5
1717632619960,-32.1,86.6,-85.7
1717632619980,-27.8,86.0,-81.5
1717632620000,-23.4,86.5,-79.2
1717632620020,-19.2,87.8,-80.9
1717632620040,-16.5,87.6,-75.9
1717632620060,-11.7,86.2,-72.0
1717632620080,-10.3,83.6,-70.2
1717632620100,-5.3,84.7,-66.8
1717632620120,-0.9,85.1,-66.7
1717632620140,1.7,86.7,-62.6
1717632620160,4.4,86.2,-59.3
1717632620180,9.5,85.2,-59.5
1717632620200,14.4,85.3,-57.7
1717632620220,18.5,85.6,-55.3
1717632620240,21.3,85.6,-52.9
1717632620260,24.6,86.8,-50.5
1717632620280,28.1,87.3,-46.7
1717632620300,32.1,87.9,-44.3
1717632620320,34.8,89.4,-41.2
1717632620340,37.3,87.9,-38.8
1717632620360,40.4,87.1,-36.5
1717632620380,44.0,86.2,-33.5
1717632620400,49.4,83.6,-29.3
1717632620420,51.8,83.9,-27.1
1717632620440,56.5,83.3,-25.9
1717632620460,59.8,82.2,-21.4
1717632620480,62.5,82.1,-19.8
1717632620500,66.6,81.9,-18.0
1717632620520,70.9,80.5,-16.1
1717632620540,71.4,77.9,-12.9
1717632620560,74.8,77.8,-11.3
1717632620580,77.4,76.5,-9.6
1717632620600,80.8,74.7,-6.7
1717632620620,83.2,74.0,-3.2
1717632620640,86.2,72.5,-2.6
1717632620660,89.3,71.8,-1.1
1717632620680,93.4,71.1,2.0
1717632620700,95.2,68.8,3.1
1717632620720,97.1,66.8,7.0
1717632620740,100.9,66.4,7.5
1717632620760,102.8,66.3,9.7
1717632620780,105.1,64.6,12.8
1717632620800,108.2,61.4,13.6
1717632620820,109.9,59.8,16.5
1717632620840,112.6,57.2,18.2
1717632620860,114.0,58.1,20.6
1717632620880,115.0,55.3,22.7
1717632620900,118.2,52.6,25.9
1717632620920,117.7,52.0,27.7
1717632620940,119.2,50.2,30.4
1717632620960,122.5,50.9,33.0
1717632620980,124.7,47.7,33.0
1717632621000,126.8,44.7,37.6
1717632621020,127.5,44.9,38.8
1717632621040,129.1,45.2,39.3
1717632621060,130.0,41.1,45.9
1717632621080,128.9,40.6,47.7
1717632621100,131.4,38.5,49.1
1717632621120,132.3,35.2,50.2
1717632621140,132.7,33.0,52.3
1717632621160,133.7,30.6,54.0
1717632621180,135.1,29.5,56.0
1717632621200,134.9,28.5,57.1
1717632621220,135.6,27.5,57.7
1717632621240,134.3,25.8,58.7
1717632621260,135.1,23.4,61.7
1717632621280,135.5,22.6,65.2
1717632621300,135.3,18.4,67.4
1717632621320,134.6,16.9,68.3
1717632621340,135.2,16.1,68.7
1717632621360,134.4,13.0,72.2
1717632621380,133.7,10.4,75.3
1717632621400,134.0,8.7,73.1
1717632621420,134.7,5.3,75.9
1717632621440,132.8,3.0,78.8
1717632621460,132.1,2.7,80.2
1717632621480,131.5,0.4,83.1
1717632621500,129.4,-2.3,83.4
1717632621520,127.2,-5.1,85.5
1717632621540,126.9,-8.5,85.4
1717632621560,126.6,-10.1,87.0
1717632621580,127.0,-11.9,90.3
1717632621600,125.4,-14.6,92.0
1717632621620,124.1,-17.0,94.1
1717632621640,123.7,-19.3,94.0
1717632621660,122.1,-23.0,96.3
1717632621680,120.5,-23.0,95.9
1717632621700,120.3,-25.9,97.7
1717632621720,120.0,-28.1,99.1
1717632621740,115.3,-30.0,100.7
1717632621760,114.0,-31.0,101.6
1717632621780,112.3,-32.9,104.7
1717632621800,109.4,-36.5,103.1
1717632621820,106.2,-38.1,104.4
1717632621840,106.0,-40.1,106.3
1717632621860,102.7,-41.3,110.0
1717632621880,98.2,-44.3,109.6
1717632621900,95.7,-46.5,108.2
1717632621920,92.2,-49.2,109.6
1717632621940,90.2,-50.3,111.1
1717632621960,85.3,-53.3,112.2
1717632621980,83.1,-55.7,112.6
1717632622000,80.8,-58.3,115.7
1717632622020,77.3,-59.4,116.5
1717632622040,74.1,-61.3,116.1
1717632622060,70.8,-64.4,117.9
1717632622080,67.7,-66.6,118.9
1717632622100,65.1,-67.8,120.0
1717632622120,62.7,-69.5,121.9
1717632622140,58.4,-72.5,123.6
1717632622160,54.8,-73.0,123.8
1717632622180,51.8,-75.3,124.5
1717632622200,47.1,-78.2,124.9
1717632622220,43.5,-80.3,122.7
1717632622240,40.8,-81.2,123.6
1717632622260,38.7,-84.0,124.5
1717632622280,36.6,-86.5,124.5
1717632622300,32.7,-87.4,122.4
1717632622320,30.4,-89.3,122.3
1717632622340,27.2,-92.1,124.1
1717632622360,21.5,-93.8,122.4
1717632622380,19.1,-94.9,122.7
1717632622400,14.3,-96.2,123.1
1717632622420,9.8,-98.8,122.1
1717632622440,5.6,-100.6,123.2
1717632622460,0.4,-102.8,125.4
1717632622480,-4.4,-104.7,125.7
1717632622500,-8.4,-107.3,127.2
1717632622520,-13.4,-108.4,125.7
1717632622540,-17.8,-112.5,126.2
1717632622560,-21.3,-113.8,127.3
1717632622580,-24.1,-113.2,126.0
1717632622600,-28.7,-114.1,125.7
1717632622620,-31.5,-116.8,126.5
1717632622640,-34.1,-117.2,125.5
1717632622660,-38.8,-119.8,125.8
1717632622680,-43.4,-122.3,126.1
1717632622700,-48.0,-125.4,126.7
1717632622720,-51.6,-125.4,127.5
1717632622740,-56.2,-127.0,126.6
1717632622760,-59.3,-127.8,127.7
1717632622780,-63.7,-128.8,125.8
1717632622800,-68.0,-132.0,124.3
1717632622820,-70.4,-132.7,126.2
1717632622840,-73.3,-134.2,125.8
1717632622860,-76.8,-134.1,123.5
1717632622880,-81.9,-135.2,124.1
1717632622900,-84.1,-136.3,126.1
1717632622920,-88.0,-136.9,125.1
1717632622940,-90.3,-136.4,122.6
1717632622960,-94.6,-138.2,121.2
1717632622980,-101.2,-138.9,121.6
1717632623000,-105.0,-141.1,120.8
1717632623020,-108.6,-142.6,119.3
1717632623040,-112.3,-142.5,117.7
1717632623060,-114.2,-143.9,116.1
1717632623080,-117.3,-144.1,116.8
1717632623100,-120.5,-144.6,116.3
1717632623120,-123.1,-145.6,116.8
1717632623140,-126.7,-145.8,114.2
1717632623160,-131.6,-146.7,114.5
1717632623180,-133.9,-147.5,111.2
1717632623200,-137.1,-149.2,111.8
1717632623220,-137.4,-150.0,112.3
1717632623240,-140.7,-150.1,112.4
1717632623260,-144.7,-149.1,110.7
1717632623280,-148.6,-148.0,109.1
1717632623300,-153.4,-149.7,109.5
1717632623320,-156.8,-147.8,108.8
1717632623340,-158.3,-148.8,107.1
1717632623360,-158.3,-147.5,106.1
1717632623380,-159.3,-148.4,105.0
1717632623400,-163.0,-148.9,106.0
1717632623420,-166.4,-149.0,104.0
1717632623440,-167.4,-148.7,102.1
1717632623460,-169.1,-148.8,101.2
1717632623480,-170.3,-149.0,102.0
1717632623500,-172.1,-149.7,98.0
1717632623520,-173.4,-148.6,95.9
1717632623540,-175.4,-149.5,94.2
1717632623560,-178.9,-151.3,92.6
1717632623580,-179.5,-150.0,90.1
1717632623600,-181.6,-149.3,86.9
1717632623620,-184.0,-148.0,86.8
1717632623640,-182.4,-147.1,85.0
1717632623660,-183.0,-147.2,80.9
1717632623680,-183.2,-145.4,79.6
1717632623700,-185.7,-144.0,77.4
1717632623720,-186.5,-145.5,75.3
1717632623740,-186.9,-143.0,75.5
1717632623760,-186.2,-143.2,74.8
1717632623780,-186.4,-141.4,72.5
1717632623800,-186.6,-141.6,70.7
1717632623820,-187.2,-141.5,68.9
1717632623840,-188.0,-141.7,68.3
1717632623860,-187.4,-139.1,67.7
1717632623880,-189.5,-137.7,65.2
1717632623900,-189.7,-136.1,62.2
1717632623920,-189.0,-134.8,58.7
1717632623940,-188.4,-133.7,57.2
1717632623960,-188.2,-132.2,53.7
1717632623980,-187.9,-132.4,52.6
1717632624000,-186.9,-130.7,50.9
1717632624020,-185.3,-129.3,50.3
1717632624040,-185.4,-127.8,50.5
1717632624060,-184.2,-126.8,47.3
1717632624080,-182.7,-127.1,44.8
1717632624100,-182.0,-127.2,42.7
1717632624120,-181.8,-125.4,41.5
1717632624140,-181.9,-123.2,39.5
1717632624160,-181.2,-120.6,37.3
1717632624180,-178.9,-120.6,33.7
1717632624200,-176.4,-117.1,32.7
1717632624220,-174.7,-115.8,31.3
1717632624240,-173.5,-113.8,29.3
1717632624260,-172.3,-111.2,28.4
1717632624280,-171.2,-109.7,25.8
1717632624300,-169.5,-108.3,22.6
1717632624320,-170.1,-108.2,22.5
1717632624340,-169.9,-106.4,19.5
1717632624360,-166.7,-102.3,17.2
1717632624380,-164.8,-103.0,14.8
1717632624400,-163.5,-102.1,12.5
1717632624420,-161.2,-100.6,9.8
1717632624440,-158.7,-99.3,8.1
1717632624460,-154.1,-98.9,5.3
1717632624480,-152.7,-96.8,1.5
1717632624500,-148.7,-93.5,-0.6
1717632624520,-145.5,-92.3,-2.3
1717632624540,-145.0,-90.9,-5.7
1717632624560,-144.1,-87.0,-6.3
1717632624580,-139.3,-85.0,-10.6
1717632624600,-137.1,-81.5,-12.4
1717632624620,-134.5,-81.4,-14.6
1717632624640,-132.3,-80.1,-15.2
1717632624660,-130.1,-77.3,-18.8
1717632624680,-127.5,-74.9,-21.6
1717632624700,-125.6,-72.8,-25.4
1717632624720,-122.7,-68.1,-27.3
1717632624740,-120.0,-66.4,-32.2
1717632624760,-114.8,-64.4,-34.6
1717632624780,-110.1,-62.9,-35.6
1717632624800,-106.3,-60.9,-36.8
1717632624820,-101.9,-60.1,-39.6
1717632624840,-99.3,-57.8,-43.1
1717632624860,-96.7,-55.2,-45.0
1717632624880,-92.4,-51.7,-48.1
1717632624900,-89.3,-49.1,-49.5
1717632624920,-86.2,-46.8,-52.5
1717632624940,-80.6,-46.1,-56.6
1717632624960,-79.2,-45.0,-56.9
1717632624980,-75.9,-43.4,-57.5
1717632625000,-71.6,-39.6,-59.9
1717632625020,-68.1,-38.0,-62.6
1717632625040,-63.9,-35.8,-65.3
1717632625060,-59.4,-33.1,-68.6
1717632625080,-56.0,-29.2,-70.4
1717632625100,-54.5,-27.1,-74.3
1717632625120,-50.5,-24.4,-75.9
1717632625140,-47.0,-23.4,-78.2
1717632625160,-43.2,-22.4,-81.7
1717632625180,-42.2,-21.0,-84.9
1717632625200,-39.1,-18.3,-86.4
1717632625220,-33.1,-15.9,-91.2
1717632625240,-29.5,-13.0,-93.8
1717632625260,-27.0,-10.9,-97.6
1717632625280,-25.0,-8.6,-98.8
1717632625300,-23.0,-7.4,-99.9
1717632625320,-20.6,-5.6,-101.3
1717632625340,-17.0,-1.9,-104.2
1717632625360,-14.5,1.2,-107.8
1717632625380,-11.6,2.7,-110.5
1717632625400,-10.4,4.6,-109.4
1717632625420,-5.4,7.2,-112.2
1717632625440,-2.5,9.6,-113.4
1717632625460,-0.2,12.9,-117.6
1717632625480,3.7,15.3,-122.3
1717632625500,8.2,17.9,-122.2
1717632625520,11.0,19.2,-125.0
1717632625540,13.9,21.8,-127.6
